V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113
0,0,20.249638210768918,20.249638210768918,1162.210803272438,1222.3936542345996,1222.3936542345996,1189.7731652007765,1111.608835027865,1029.67906279248,1004.6564425881334,1059.8856423885047,1004.1003252418903,916.5568708444455,912.9628291953322,912.9628291953322,1152.4125756092621,1238.9440181585394,1271.273535760102,1271.273535760102,1296.7634506664804,1296.7634506664804,1296.7634506664804,1296.7634506664804,1045.514292141824,856.5534438341681,856.5534438341681,856.5534438341681,828.5113642101385,1019.8848789265198,1105.688918344908,1019.8848789265198,754.6736190202528,1064.8163717503317,1080.9188107785108,487.31759621692925,1149.4775080636311,1328.7932574690124,1590.9055163870646,1506.4328652156714,1527.2413656363924,1306.7395777851941,2190.741756115063,1079.245117633369,1173.4890321199082,1459.3790716882056,1427.0687038107753,721.3381559962161,721.3381559962161,2180.4313912305774,1385.7879141645033,747.4046504819303,752.9324959667497,752.9324959667497,752.9324959667497,775.2862169183253,775.2862169183253,1295.3461478723348,592.2452861558396,600.6126731254717,1344.1348959351587,1159.6376602052615,1159.6376602052615,948.3138884241948,770.6711437223489,770.6711437223489,701.2581306774068,701.2581306774068,1378.9044161199784,1378.9044161199784,856.5534438341681,458.790701794057,898.3286592996185,850.9057577519993,842.9834452939281,840.4128633477875,830.9685034720612,1366.2768073675675,1269.0874065747198,1269.0874065747198,1266.7592713942865,1251.5470712888912,1227.512940185953,1484.7003743513544,1189.3384161467488,1189.3384161467488,1186.955842077328,856.5534438341681,1181.533795839693,1140.7765960312538,1286.0761931788836,1299.8868123921666,1414.0168210159695,756.7975034836637,687.9862461643961,1307.5407342465157,1181.888910281072,763.6284900755618,1238.9586615126561,1393.193590119626,1393.193590119626,1340.0297046722692,739.0123133772264,744.6159331170327,1295.3461478723348,1295.3461478723348,483.87495504924095,1168.9411394567103,918.2006799642659,874.0341641126151,767.8631769689179,799.1532698090011,851.486346437471
0,0,20.249638210768918,20.249638210768918,1162.210803272438,1222.3936542345996,1222.3936542345996,1189.7731652007765,1111.608835027865,1029.67906279248,1004.6564425881334,1059.8856423885047,1004.1003252418903,916.5568708444455,912.9628291953322,912.9628291953322,1152.4125756092621,1238.9440181585394,1271.273535760102,1271.273535760102,1296.7634506664804,1296.7634506664804,1296.7634506664804,1296.7634506664804,1045.514292141824,856.5534438341681,856.5534438341681,856.5534438341681,828.5113642101385,1019.8848789265198,1105.688918344908,1019.8848789265198,754.6736190202528,1064.8163717503317,1080.9188107785108,487.31759621692925,1149.4775080636311,1328.7932574690124,1590.9055163870646,1506.4328652156714,1527.2413656363924,1306.7395777851941,2190.741756115063,1079.245117633369,1173.4890321199082,1459.3790716882056,1427.0687038107753,721.3381559962161,721.3381559962161,2180.4313912305774,1385.7879141645033,747.4046504819303,752.9324959667497,752.9324959667497,752.9324959667497,775.2862169183253,775.2862169183253,1295.3461478723348,592.2452861558396,600.6126731254717,1344.1348959351587,1159.6376602052615,1159.6376602052615,948.3138884241948,770.6711437223489,770.6711437223489,701.2581306774068,701.2581306774068,1378.9044161199784,1378.9044161199784,856.5534438341681,458.790701794057,898.3286592996185,850.9057577519993,842.9834452939281,840.4128633477875,830.9685034720612,1366.2768073675675,1269.0874065747198,1269.0874065747198,1266.7592713942865,1251.5470712888912,1227.512940185953,1484.7003743513544,1189.3384161467488,1189.3384161467488,1186.955842077328,856.5534438341681,1181.533795839693,1140.7765960312538,1286.0761931788836,1299.8868123921666,1414.0168210159695,756.7975034836637,687.9862461643961,1307.5407342465157,1181.888910281072,763.6284900755618,1238.9586615126561,1393.193590119626,1393.193590119626,1340.0297046722692,739.0123133772264,744.6159331170327,1295.3461478723348,1295.3461478723348,483.87495504924095,1168.9411394567103,918.2006799642659,874.0341641126151,767.8631769689179,799.1532698090011,851.486346437471
35.39991771323831,35.39991771323831,0,0,1181.1918379237131,1241.3746888858745,1241.3746888858745,1225.173082914014,1095.049601056643,1009.4294245817111,984.4068043773644,1039.6360041777357,983.8506870311214,896.3072326336766,892.7131909845633,892.7131909845633,1135.8533416380399,1257.9250528098144,1290.254570411377,1290.254570411377,1315.7444853177553,1315.7444853177553,1315.7444853177553,1315.7444853177553,1028.648220038953,836.3038056233992,836.3038056233992,836.3038056233992,808.2617259993696,999.6352407157509,1085.439280134139,999.6352407157509,734.4239808094841,1048.2571377791096,1064.3595768072885,470.7583622457072,1168.458542714906,1312.2340234977903,1574.3462824158423,1489.873631244449,1510.68213166517,1290.180343813972,2174.1825221438407,1062.685883662147,1192.470066771183,1442.8198377169833,1410.2026317079044,704.4720838933451,704.4720838933451,2163.8721572593554,1369.2286801932812,730.8454165107082,736.3732619955275,736.3732619955275,736.3732619955275,758.7269829471031,758.7269829471031,1278.786913901113,575.6860521846176,584.0534391542495,1323.8852577243897,1143.0784262340394,1143.0784262340394,928.064250213426,750.42150551158,750.42150551158,681.0084924666379,681.0084924666379,1362.3451821487563,1362.3451821487563,836.3038056233992,442.231467822835,881.4625871967473,834.3465237807773,826.424211322706,823.8536293765654,814.4092695008392,1346.027169156799,1288.068441225995,1288.068441225995,1285.7403060455617,1270.5281059401664,1210.9537062147308,1468.1411403801321,1208.319450798024,1208.319450798024,1205.9368767286028,836.3038056233992,1164.974561868471,1124.2173620600317,1305.0572278301584,1318.8678470434413,1432.9978556672443,740.2382695124415,667.7366079536272,1290.9815002752937,1217.2888279943102,747.0692561043396,1222.0925894097852,1376.327518016755,1376.327518016755,1323.1636325693978,722.1462412743554,728.0566991458106,1278.786913901113,1278.786913901113,467.31572107801895,1187.9221741079855,897.951041753497,853.7845259018462,747.6135387581489,778.9036315982322,831.236708226702
35.39991771323831,35.39991771323831,0,0,1181.1918379237131,1241.3746888858745,1241.3746888858745,1225.173082914014,1095.049601056643,1009.4294245817111,984.4068043773644,1039.6360041777357,983.8506870311214,896.3072326336766,892.7131909845633,892.7131909845633,1135.8533416380399,1257.9250528098144,1290.254570411377,1290.254570411377,1315.7444853177553,1315.7444853177553,1315.7444853177553,1315.7444853177553,1028.648220038953,836.3038056233992,836.3038056233992,836.3038056233992,808.2617259993696,999.6352407157509,1085.439280134139,999.6352407157509,734.4239808094841,1048.2571377791096,1064.3595768072885,470.7583622457072,1168.458542714906,1312.2340234977903,1574.3462824158423,1489.873631244449,1510.68213166517,1290.180343813972,2174.1825221438407,1062.685883662147,1192.470066771183,1442.8198377169833,1410.2026317079044,704.4720838933451,704.4720838933451,2163.8721572593554,1369.2286801932812,730.8454165107082,736.3732619955275,736.3732619955275,736.3732619955275,758.7269829471031,758.7269829471031,1278.786913901113,575.6860521846176,584.0534391542495,1323.8852577243897,1143.0784262340394,1143.0784262340394,928.064250213426,750.42150551158,750.42150551158,681.0084924666379,681.0084924666379,1362.3451821487563,1362.3451821487563,836.3038056233992,442.231467822835,881.4625871967473,834.3465237807773,826.424211322706,823.8536293765654,814.4092695008392,1346.027169156799,1288.068441225995,1288.068441225995,1285.7403060455617,1270.5281059401664,1210.9537062147308,1468.1411403801321,1208.319450798024,1208.319450798024,1205.9368767286028,836.3038056233992,1164.974561868471,1124.2173620600317,1305.0572278301584,1318.8678470434413,1432.9978556672443,740.2382695124415,667.7366079536272,1290.9815002752937,1217.2888279943102,747.0692561043396,1222.0925894097852,1376.327518016755,1376.327518016755,1323.1636325693978,722.1462412743554,728.0566991458106,1278.786913901113,1278.786913901113,467.31572107801895,1187.9221741079855,897.951041753497,853.7845259018462,747.6135387581489,778.9036315982322,831.236708226702
487.54286107984166,487.54286107984166,470.14719296937534,470.14719296937534,0,703.6419306507481,703.6419306507481,1209.2504130402576,1140.0100796686008,262.08024328117625,260.29234109885573,246.68939889465793,259.6121018467176,262.732919018305,299.4893865066668,299.4893865066668,1180.813820249998,720.192294574688,309.6270360077804,309.6270360077804,335.1169509141586,335.1169509141586,335.1169509141586,335.1169509141586,1011.4284557031323,690.7578443187051,690.7578443187051,690.7578443187051,662.7157646946754,768.9907688876086,763.3601630000591,768.9907688876086,568.3265944162345,1093.2176163910674,1109.3200554192465,475.9022180289179,630.7257844797799,1318.1206259692653,1619.3067610278003,1534.8341098564072,1555.6426102771281,1296.5020511198272,2219.1430007557983,1107.6463622741048,654.7373085360568,1448.9131998617236,578.3503429006151,695.1517451862546,695.1517451862546,2208.832635871314,1370.8978968376516,772.8106142617553,778.3384597465747,778.3384597465747,778.3384597465747,803.687461559061,803.687461559061,1285.108621206968,614.7868428544263,613.7120641396996,625.0148525969254,1142.1594120522464,1142.1594120522464,345.47023280790995,387.16354739508483,387.16354739508483,392.53962110908327,392.53962110908327,1368.6668894546112,1368.6668894546112,690.7578443187051,442.4085076137815,831.766511838813,879.3070023927352,871.3846899346638,868.8141079885233,859.3697481127971,416.0603284214791,280.06099053419285,280.06099053419285,276.7320703077004,260.4546153191493,1217.275413520586,1513.1016189920902,227.50621271729926,227.50621271729926,225.3093423250064,690.7578443187051,1202.5362260561908,1169.1778406719898,324.429693426562,338.240312639845,454.7374677972281,761.7223460712618,568.1747359616754,1296.9804412389228,1086.3778979377537,765.7708511575408,1189.0951603708447,1367.573736053294,1367.573736053294,1314.409850605937,714.7293136081263,770.0218968968577,1285.108621206968,1285.108621206968,472.4595768612296,6.730336184272367,592.9354234778647,552.2478036313513,538.1865052719322,571.7610501053776,378.64266660475
1010.5690584672602,1010.5690584672602,1030.818696678029,1030.818696678029,831.8592410140561,0,0,633.2299675747126,1722.8633477362475,908.7747584018084,918.3030324981517,904.7000902939538,905.3574149361259,907.0265759380568,943.7830434264185,943.7830434264185,2012.6730612640547,47.63211031179911,909.140293306091,909.140293306091,934.6302082124693,934.6302082124693,934.6302082124693,934.6302082124693,1652.3068554847528,1404.110588950589,1404.110588950589,1404.110588950589,1407.6576014643451,1364.773020477986,1359.1424145904364,1364.773020477986,1380.34448729029,1897.0359240819027,1901.2916853802624,1307.761459042974,142.25200990917418,2149.979866983322,2391.9816326223568,2307.5089814509633,2328.3174818716843,2128.361292133883,2492.994720200575,1813.0521462997585,113.90769375073131,2280.77244087578,1174.132594490993,1527.0109862003108,1527.0109862003108,2496.323699800779,2202.757137851708,1604.6698552758112,1610.1977007606308,1610.1977007606308,1610.1977007606308,1635.5467025731177,1635.5467025731177,2116.9678622210245,1446.6460838684827,1445.5713051537557,1220.7971041873027,1974.0186530663025,1974.0186530663025,1157.4881256819656,1199.315812097162,1199.315812097162,1204.557513983139,1204.557513983139,2200.5261304686674,2200.5261304686674,1404.110588950589,1274.2677486278378,1491.1400850208822,1711.166243406792,1703.2439309487206,1700.6733490025797,1691.2289891268535,1205.5327286126114,922.3562614975543,922.3562614975543,920.0281263171216,905.492063850756,2049.134654534642,2285.7764905866466,827.688492360534,827.688492360534,824.8225996233173,1404.110588950589,2034.395467070247,2001.0370816860468,923.9429507248728,937.7535699381559,1050.5197193876058,1593.581587085317,1380.1926288357313,2128.839682252978,405.2330724342915,1597.6300921715972,1784.8774119612226,2167.092438038406,2167.092438038406,2084.2041732544303,1546.588554622183,1601.8811379109138,2116.9678622210245,2116.9678622210245,1304.3188178752857,838.5895771983284,1404.9533163519204,1364.265696505407,1350.2043981459879,1383.7789429794332,1190.6605594788057
1010.5690584672602,1010.5690584672602,1030.818696678029,1030.818696678029,831.8592410140561,0,0,633.2299675747126,1722.8633477362475,908.7747584018084,918.3030324981517,904.7000902939538,905.3574149361259,907.0265759380568,943.7830434264185,943.7830434264185,2012.6730612640547,47.63211031179911,909.140293306091,909.140293306091,934.6302082124693,934.6302082124693,934.6302082124693,934.6302082124693,1652.3068554847528,1404.110588950589,1404.110588950589,1404.110588950589,1407.6576014643451,1364.773020477986,1359.1424145904364,1364.773020477986,1380.34448729029,1897.0359240819027,1901.2916853802624,1307.761459042974,142.25200990917418,2149.979866983322,2391.9816326223568,2307.5089814509633,2328.3174818716843,2128.361292133883,2492.994720200575,1813.0521462997585,113.90769375073131,2280.77244087578,1174.132594490993,1527.0109862003108,1527.0109862003108,2496.323699800779,2202.757137851708,1604.6698552758112,1610.1977007606308,1610.1977007606308,1610.1977007606308,1635.5467025731177,1635.5467025731177,2116.9678622210245,1446.6460838684827,1445.5713051537557,1220.7971041873027,1974.0186530663025,1974.0186530663025,1157.4881256819656,1199.315812097162,1199.315812097162,1204.557513983139,1204.557513983139,2200.5261304686674,2200.5261304686674,1404.110588950589,1274.2677486278378,1491.1400850208822,1711.166243406792,1703.2439309487206,1700.6733490025797,1691.2289891268535,1205.5327286126114,922.3562614975543,922.3562614975543,920.0281263171216,905.492063850756,2049.134654534642,2285.7764905866466,827.688492360534,827.688492360534,824.8225996233173,1404.110588950589,2034.395467070247,2001.0370816860468,923.9429507248728,937.7535699381559,1050.5197193876058,1593.581587085317,1380.1926288357313,2128.839682252978,405.2330724342915,1597.6300921715972,1784.8774119612226,2167.092438038406,2167.092438038406,2084.2041732544303,1546.588554622183,1601.8811379109138,2116.9678622210245,2116.9678622210245,1304.3188178752857,838.5895771983284,1404.9533163519204,1364.265696505407,1350.2043981459879,1383.7789429794332,1190.6605594788057
1131.3017385678133,1131.3017385678133,1146.7288299981058,1146.7288299981058,924.9715141465249,436.7232073800578,436.7232073800578,0,1406.2102272040008,1001.8870315342772,1011.4153056306204,997.8123634264226,998.4696880685947,1000.1388490705256,1036.8953165588873,1036.8953165588873,1806.2619386390986,453.7144509720622,1002.2525664385597,1002.2525664385597,1027.742481344938,1027.742481344938,1027.742481344938,1027.742481344938,1745.4191286172215,1497.2228620830579,1497.2228620830579,1497.2228620830579,1500.7698745968141,1457.8852936104547,1452.2546877229054,1457.8852936104547,1473.4567604227584,1580.3828035496551,1584.6385648480145,1400.8737321754434,561.125003591755,2243.0921401157916,2075.32851209011,1990.8558609187169,2011.6643613394378,2221.4735652663526,2169.5608197958404,1496.399025767511,467.15920394658514,2116.788800348012,1267.244867623462,1620.12325933278,1620.12325933278,2172.889799396045,2295.8694109841776,1501.3252483747553,1498.9112607930003,1498.9112607930003,1498.9112607930003,1440.5558064727093,1440.5558064727093,2039.8013366698776,1539.7583570009522,1538.683578286225,1313.9093773197715,2067.1309261987717,2067.1309261987717,1250.6003988144346,1292.428085229631,1292.428085229631,1297.6697871156075,1297.6697871156075,2002.1583217335976,2002.1583217335976,1497.2228620830579,1367.3800217603073,1584.2523581533512,1493.0092067179837,1485.0868942599122,1480.1415183681183,1469.2015633522997,1298.6450017450802,1015.4685346300231,1015.4685346300231,1013.1403994495904,998.6043369832248,2142.2469276671113,1969.1233700543999,920.8007654930026,920.8007654930026,917.9348727557858,1497.2228620830579,1835.3831588695293,1791.5041057825197,1017.0552238573415,1030.8658430706246,1143.6319925200746,1577.4925210562612,1473.3049019681996,2221.9519553854475,227.8862885849014,1594.2419337876315,1877.9896850936914,2260.204711170875,2260.204711170875,2177.3164463868993,1639.700827754652,1528.02166848187,2039.8013366698776,2039.8013366698776,1397.4310910077552,931.7018503307971,1498.0655894843892,1457.3779696378758,1443.3166712784562,1476.8912161119022,1283.7728326112742
2339.817966954039,2339.817966954039,2305.7296341646156,2305.7296341646156,2740.0007709169777,2052.8367510649086,2052.8367510649086,1817.843778502125,0,2743.945407193933,2718.9227869895867,2738.134961651326,2770.7611320031883,2776.9014418591273,2709.648110018179,2709.648110018179,589.3434913419597,2041.305491140638,2453.6427617692025,2453.6427617692025,2424.359048297467,2424.359048297467,2424.359048297467,2424.359048297467,1115.5129837033742,1523.454470818598,1523.454470818598,1523.454470818598,1495.4123911945685,1609.6153023973693,1695.4193418157572,1609.6153023973693,1477.82558119413,303.03275739186665,241.57286231374027,1502.2387905048047,2139.118063518708,963.9233959621781,687.8536205743193,603.3809694029263,624.1894698236472,951.2770099142913,1138.1646882209748,173.42581948994786,2099.160218418618,729.3139088322215,1311.4131858396293,1249.2596340611346,1249.2596340611346,1129.2332230351356,915.368798721686,1013.3010741284335,1005.8303161165036,1005.8303161165036,1005.8303161165036,886.5174911425032,886.5174911425032,861.1533702289137,1221.32450372157,1234.4063259095647,1721.2363427792989,1081.3088695799256,1081.3088695799256,2146.0518479835678,2042.8587537180576,2042.8587537180576,1973.4457406731153,1973.4457406731153,614.683430217808,614.683430217808,1523.454470818598,1566.3018671883688,1171.4230689422704,780.244082823678,781.3520178905248,806.885725360129,828.1397211039166,2006.4228263279178,2790.4165463074883,2790.4165463074883,2800.943593336065,2813.633593753678,955.1339717808642,581.6484785386094,2735.830022263455,2735.830022263455,2732.9641295262386,1523.454470818598,602.7743841731906,404.02921426673043,2372.8974416392016,2358.3776921154513,1494.5362893412296,1072.8739370689993,1391.1359416569771,948.2142631928147,1875.2392862273714,1043.3372449693472,1033.1394053187917,970.3728371460701,970.3728371460701,1007.7630588973637,1261.3770434936325,1040.9597315563915,861.1533702289137,861.1533702289137,1522.004183348591,2746.73110710125,1660.5453210765602,1661.2032472720239,1555.0322601283267,1541.4979109212952,2122.3678907637927
309.69477098119165,309.69477098119165,290.9919795215876,290.9919795215876,526.8890617498513,912.9165743431071,912.9165743431071,1418.5250567326175,1160.0893268295445,0,25.866690171958197,60.56649314679337,26.815724809255023,55.73326538594404,61.131136355473664,61.131136355473664,1200.8930674109413,929.466938267047,706.383500085441,706.383500085441,731.8734149918191,731.8734149918191,731.8734149918191,731.8734149918191,1076.9490965477014,841.9603059104072,841.9603059104072,841.9603059104072,813.9182262863775,1005.2917410027588,1091.0957804211469,1005.2917410027588,740.0804810964919,1113.296863552011,1129.39930258019,527.117565792217,840.0004281721385,1369.4483122247186,1639.386008188744,1554.9133570173508,1575.7218574380718,1347.597725502659,2239.222247916742,1127.7256094350485,864.0119522284157,1500.1285476250223,975.1068069782759,752.7729604020934,752.7729604020934,2228.9118830322573,1426.2623777433907,795.8851422836096,801.412987768429,801.412987768429,801.412987768429,823.7667087200045,823.7667087200045,1336.2042955898,640.725777957519,649.093164927151,967.3330844277947,1196.968787676047,1196.968787676047,667.3589366430396,653.4553626899253,653.4553626899253,661.3720894329371,661.3720894329371,1419.7625638374432,1419.7625638374432,841.9603059104072,496.88379216616613,917.03677923868,899.3862495536787,891.4639370956074,888.8933551494669,879.4489952737406,737.9490322566088,700.6997523367859,700.6997523367859,698.3716171563532,683.1594170509574,1268.371087903418,1533.1808661530338,624.2626767949598,624.2626767949598,622.0658064026671,841.9603059104072,1230.0142876413727,1189.2570878329332,721.1861575042227,734.9967767175058,851.493931874889,804.2347645171537,674.7078607032057,1348.1957890022218,1295.6525416301126,811.0114248668334,1270.3934659185336,1425.0628753316776,1425.0628753316776,1371.8989898843206,771.5322748244214,793.096424918712,1336.2042955898,1336.2042955898,523.6749246245287,519.1165022431429,903.6075420405051,858.8581135861856,752.6871264424884,784.5601318852401,700.5313704398795
